고객ID,연도,월,추천요금제,일반 주택용_요금원,제주 TOU(3kW)_요금원,구독 기본형_요금원,구독 프리미엄형_요금원
M0473,2024,2,구독 기본형,126688.51096930001,120789.64082430002,107184.90000000001,249900
M0473,2024,3,제주 TOU(3kW),114203.76534139997,96363.4905814,96370.19999999998,249900
M0473,2024,4,구독 기본형,99420.44675080007,89106.79596000003,84900,249900
M0473,2024,5,구독 기본형,93726.82922679996,86440.76836639999,84900,249900
M0473,2024,6,구독 기본형,85971.18014939998,96325.8415686,84900,249900
M0473,2024,7,일반 주택용,90234.53189099999,120853.6689626,105212.99999999997,249900
M0473,2024,8,일반 주택용,95649.82470610003,125095.85079810001,111162.30000000002,249900
M0473,2024,9,구독 기본형,105130.34164849998,93395.33975799999,88510.49999999997,249900
M0473,2024,10,구독 기본형,102009.24182329999,90640.0255894,85806.9,249900
M0473,2024,11,구독 기본형,100839.69520660002,106151.6462916,84900,249900
M0473,2024,12,구독 기본형,121820.1909246,118821.88834319999,102967.8,249900
M0473,2025,1,구독 기본형,134316.36534679998,124269.87892199999,113792.4,249900
M0473,2025,2,구독 기본형,111584.83981119998,109969.43632919998,94101.59999999999,249900
M0473,2025,3,제주 TOU(3kW),135988.43258560004,107091.07156720001,115240.80000000002,249900
M0473,2025,4,구독 기본형,102047.33780429994,90558.52027319997,85839.89999999994,249900
M0473,2025,5,구독 기본형,95995.6180589,87546.8613894,84900,249900
M0473,2025,6,일반 주택용,75742.61785859999,94164.3850609,84900,249900
M0473,2025,7,일반 주택용,60760.938252000014,100263.54463160002,84900,249900
M0473,2025,8,일반 주택용,66136.572726,105593.4196373,84900,249900
M0473,2025,9,구독 기본형,91105.47940689998,85746.67295879999,84900,249900
M0473,2025,10,제주 TOU(3kW),85849.96566440004,82552.36501680002,84900,249900
M0473,2025,11,구독 기본형,90869.97697889998,98797.7753063,84900,249900
M0473,2025,12,구독 기본형,120298.77597429999,115964.7088145,101649.9,249900
M0476,2024,1,구독 기본형,157611.018747,137686.4715394,133970.99999999997,249900
M0476,2024,2,구독 기본형,102714.36379889998,106157.95670269997,86417.69999999997,249900
M0476,2024,3,제주 TOU(3kW),138783.2922826,109223.12092579999,117661.8,249900
M0476,2024,4,제주 TOU(3kW),141034.4184326,109557.50160040002,119611.8,249900
M0476,2024,5,제주 TOU(3kW),184989.5613104,129854.3413118,157687.2,249900
M0476,2024,6,제주 TOU(3kW),181698.76120619997,151484.83788620002,154836.59999999998,249900
M0476,2024,7,일반 주택용,143462.2917672,157392.33048279997,163689.59999999998,249900
M0476,2024,8,제주 TOU(3kW),262016.54398220006,245995.9470892,293934.60000000003,293934.60000000003
M0476,2024,9,제주 TOU(3kW),192876.81468579997,134355.1431628,164519.39999999997,249900
M0476,2024,10,제주 TOU(3kW),130960.80207489998,103654.97479119997,110885.69999999998,249900
M0476,2024,11,제주 TOU(3kW),285676.5464392,199599.8428004,244905.6,249900
M0476,2024,12,제주 TOU(3kW),673028.1693968001,416390.2795724001,580442.4000000001,580442.4000000001
M0476,2025,1,제주 TOU(3kW),451883.4239815,294245.6274891,388879.49999999994,388879.5
M0476,2025,2,일반 주택용,55361.08071620001,76087.59469990002,84900,249900
M0476,2025,3,일반 주택용,65571.43947760001,73006.3335358,84900,249900
M0476,2025,4,일반 주택용,62874.281439199985,71609.59893359999,84900,249900
M0476,2025,5,일반 주택용,56351.71551940001,66942.39192620001,84900,249900
M0476,2025,6,일반 주택용,74942.8060192,92721.80578919999,84900,249900
M0476,2025,7,일반 주택용,137415.929329,152163.6092494,157047.0,249900
M0476,2025,8,일반 주택용,102689.89651620007,127083.79010320004,118896.60000000006,249900
M0476,2025,9,제주 TOU(3kW),116618.01155550001,97341.6095988,98461.50000000001,249900
M0476,2025,10,구독 기본형,113187.64163,95741.29664679998,95490.0,249900
M0476,2025,11,구독 기본형,121297.23700360005,116424.27608560002,102514.80000000003,249900
M0476,2025,12,구독 기본형,133869.60338780002,123348.9375734,113405.40000000001,249900
M0478,2024,1,구독 기본형,86228.15485760004,95272.01226900001,84900,249900
M0478,2024,2,일반 주택용,73696.04761820001,91333.2334845,84900,249900
M0478,2024,3,일반 주택용,73322.62473339999,78154.546848,84900,249900
M0478,2024,4,일반 주택용,57024.795758,67457.95994000002,84900,249900
M0478,2024,5,일반 주택용,57115.732937200024,67259.23783320002,84900,249900
M0478,2024,6,일반 주택용,63533.334134200006,82639.23293710001,84900,249900
M0478,2024,7,일반 주택용,124167.83639750001,144453.0912251,142492.5,249900
M0478,2024,8,일반 주택용,150457.852825,165414.6908722,171375.0,249900
M0478,2024,9,제주 TOU(3kW),162675.3599303,120368.7986256,138357.9,249900
M0478,2024,10,일반 주택용,62991.5807262,71426.75918699999,84900,249900
M0478,2024,11,일반 주택용,63071.15075799998,82778.2453442,84900,249900
M0478,2024,12,구독 기본형,89268.56046850004,96455.33916550002,84900,249900
M0478,2025,1,구독 기본형,96145.57769320002,100476.93058619999,84900,249900
M0478,2025,2,구독 기본형,86659.3320971,95860.35416650001,84900,249900
M0478,2025,3,제주 TOU(3kW),84419.9810685,80975.83627279999,84900,249900
M0478,2025,4,일반 주택용,61157.6003276,70127.0874598,84900,249900
M0478,2025,5,일반 주택용,58615.712685599996,68091.9833174,84900,249900
M0478,2025,6,구독 기본형,91274.48703169997,99472.34611509998,84900,249900
M0478,2025,7,일반 주택용,133133.3395847,152188.0041787,152342.1,249900
M0478,2025,8,일반 주택용,149849.1751141,164627.68006230003,170706.30000000002,249900
M0478,2025,9,제주 TOU(3kW),135574.9180282,107404.154872,114882.59999999998,249900
M0478,2025,10,구독 기본형,95360.45415749999,87438.39778239999,84900,249900
M0478,2025,11,일반 주택용,66235.5711108,84430.26753560001,84900,249900
M0478,2025,12,구독 기본형,95997.00336729997,99803.86894309997,84900,249900
M0479,2024,1,구독 기본형,158228.51996630002,138060.55450809994,134505.9,249900
M0479,2024,2,구독 기본형,138201.80908170002,127485.6572283,117158.1,249900
M0479,2024,3,제주 TOU(3kW),150589.23679449997,113289.44308919998,127888.49999999999,249900
M0479,2024,4,제주 TOU(3kW),119048.18881619995,98392.92185659999,100566.59999999996,249900
M0479,2024,5,구독 기본형,111581.03021310005,94321.59874340001,94098.30000000003,249900
M0479,2024,6,구독 기본형,129432.11425550001,121311.24505009998,109561.50000000001,249900
M0479,2024,7,일반 주택용,189414.31861099997,194468.34470139994,214172.99999999994,249900
M0479,2024,8,제주 TOU(3kW),236974.74012380012,232362.85303840006,266423.40000000014,266423.40000000014
M0479,2024,9,제주 TOU(3kW),231114.09714259993,155042.07273659995,197641.79999999993,249900
M0479,2024,10,제주 TOU(3kW),128450.62325409999,102783.2143702,108711.29999999999,249900
M0479,2024,11,구독 기본형,143258.87739589997,128882.38236369997,121538.69999999997,249900
M0479,2024,12,구독 기본형,161025.80395300002,138691.72939300002,136929.00000000003,249900
M0479,2025,1,구독 기본형,163415.80727009996,140438.19001449997,138999.3,249900
M0479,2025,2,구독 기본형,142344.57385190003,129276.73228609998,120746.70000000001,249900
M0479,2025,3,제주 TOU(3kW),139144.5114479,107666.7348274,117974.70000000001,249900
M0479,2025,4,제주 TOU(3kW),129152.97461289995,102766.74371599998,109319.69999999997,249900
M0479,2025,5,제주 TOU(3kW),149423.84610300005,113560.18568020001,126879.00000000003,249900
M0479,2025,6,구독 기본형,171137.8626188,146937.10302179997,145688.39999999997,249900
M0479,2025,7,제주 TOU(3kW),217634.9547855,212530.0444197,245176.5,249900
M0479,2025,8,제주 TOU(3kW),226453.27211080003,219544.7341612,254864.40000000002,254864.40000000002
M0479,2025,9,제주 TOU(3kW),195936.61461430008,135547.59999900006,167169.90000000005,249900
M0479,2025,10,제주 TOU(3kW),122609.4703855,99808.6430278,103651.5,249900
M0479,2025,11,구독 기본형,129602.50718870001,118843.1443521,109709.1,249900
M0479,2025,12,구독 기본형,160488.99694799999,137418.4713902,136464.0,249900
M0482,2024,1,일반 주택용,76665.77533999998,92684.56159479999,84900,249900
M0482,2024,2,일반 주택용,75410.3101878,92713.3337921,84900,249900
M0482,2024,3,제주 TOU(3kW),88511.14310079999,83572.9410544,84900,249900
M0482,2024,4,구독 기본형,111000.5859935,95109.40938520001,93595.5,249900
M0482,2024,5,구독 기본형,100374.23158420001,89640.6177674,84900,249900
M0482,2024,6,구독 기본형,138063.27824169997,126465.1742809,117038.09999999998,249900
M0482,2024,7,일반 주택용,166193.9056596,175527.31529199998,188662.8,249900
M0482,2024,8,제주 TOU(3kW),296764.69563509995,271462.39158709993,332109.29999999993,332109.29999999993
M0482,2024,9,제주 TOU(3kW),228331.01256700009,151284.46540060005,195231.00000000006,249900
M0482,2024,10,제주 TOU(3kW),181846.2965508,129056.412464,154964.4,249900
M0482,2024,11,구독 기본형,101970.7995152,104404.56841219998,85773.59999999999,249900
M0482,2024,12,구독 기본형,85762.34490810001,95316.93009370001,84900,249900
M0482,2025,1,구독 기본형,102483.36362319996,106347.59169579997,86217.59999999996,249900
M0482,2025,2,일반 주택용,42065.387925399984,65663.54637009998,84900,249900
M0482,2025,3,일반 주택용,65089.42405699999,72238.7937922,84900,249900
M0482,2025,4,구독 기본형,95735.1800797,86920.8331754,84900,249900
M0482,2025,5,구독 기본형,99128.14667839996,88712.82087779998,84900,249900
M0482,2025,6,구독 기본형,131447.3916504,125720.03309879998,111307.2,249900
M0482,2025,7,일반 주택용,171999.4185056,179094.9489714,195040.80000000002,249900
M0482,2025,8,일반 주택용,181771.30360410005,185546.19168190003,205776.30000000005,249900
M0482,2025,9,제주 TOU(3kW),121203.72868659996,99901.2646212,102433.79999999997,249900
M0482,2025,10,제주 TOU(3kW),137405.6030788,108101.6420988,116468.4,249900
M0482,2025,11,일반 주택용,72002.82636400002,90457.50996800001,84900,249900
M0482,2025,12,일반 주택용,72999.02381380001,90962.9574091,84900,249900
M0493,2024,1,일반 주택용,42028.867941200006,64429.99178840001,84900,249900
M0493,2024,2,일반 주택용,51092.595940399995,72022.5547244,84900,249900
M0493,2024,3,일반 주택용,66307.88551659998,73406.47556199999,84900,249900
M0493,2024,4,구독 기본형,95451.88451190002,86954.93912560001,84900,249900
M0493,2024,5,구독 기본형,96456.23310189998,87544.2855182,84900,249900
M0493,2024,6,구독 기본형,149475.1025138,133833.6363098,126923.4,249900
M0493,2024,7,일반 주택용,167401.70355790007,175542.6180361,189989.70000000007,249900
M0493,2024,8,제주 TOU(3kW),235155.2607215,222612.39761949997,264424.5,264424.5
M0493,2024,9,제주 TOU(3kW),233751.03168200003,154865.62330540002,199926.00000000003,249900
M0493,2024,10,제주 TOU(3kW),123794.25539460006,101406.86291540002,104677.80000000005,249900
M0493,2024,11,구독 기본형,91407.13031100002,99525.8877438,84900,249900
M0493,2024,12,구독 기본형,96838.57822029997,102804.47150609997,84900,249900
M0493,2025,1,일반 주택용,70540.81772500003,89934.60822710002,84900,249900
M0493,2025,2,일반 주택용,62992.30628880001,81510.08138140001,84900,249900
M0493,2025,3,일반 주택용,45580.738722400005,59425.5151546,84900,249900
M0493,2025,4,일반 주택용,62633.878364400014,71335.11560420001,84900,249900
M0493,2025,5,일반 주택용,56846.549212599995,67257.4301252,84900,249900
M0493,2025,6,일반 주택용,84080.9268376,95040.4624554,84900,249900
M0493,2025,7,일반 주택용,158355.097957,169523.61724199998,180051.0,249900
M0493,2025,8,일반 주택용,193778.01076900004,194390.78952020002,218967.00000000006,249900
M0493,2025,9,제주 TOU(3kW),175354.74138839997,126716.04955239999,149341.19999999998,249900
M0493,2025,10,제주 TOU(3kW),119511.2281489,98818.2825364,100967.69999999998,249900
M0493,2025,11,구독 기본형,131793.71875040003,120888.17928040004,111607.20000000004,249900
M0493,2025,12,구독 기본형,100823.76415999996,104668.81159419999,84900,249900
M0496,2024,1,일반 주택용,45940.617772000005,69397.38606500001,84900,249900
M0496,2024,2,일반 주택용,63546.63611520003,82715.41734820005,84900,249900
M0496,2024,3,구독 기본형,94012.5490843,86619.8139548,84900,249900
M0496,2024,4,구독 기본형,98834.46129759999,88526.2480564,84900,249900
M0496,2024,5,제주 TOU(3kW),85611.69261959995,82485.43812179998,84900,249900
M0496,2024,6,제주 TOU(3kW),195094.00078,158162.46638360003,166440.0,249900
M0496,2024,7,제주 TOU(3kW),252670.3782876,235265.44063680002,283666.80000000005,283666.8
M0496,2024,8,제주 TOU(3kW),260165.11514420007,242846.42522560002,291900.6000000001,291900.60000000003
M0496,2024,9,제주 TOU(3kW),302188.0372588001,188208.4549828001,259208.40000000008,259208.40000000008
M0496,2024,10,제주 TOU(3kW),126162.4401044,101938.90676760001,106729.20000000001,249900
M0496,2024,11,구독 기본형,122225.73995869998,116870.57045229997,103319.09999999998,249900
M0496,2024,12,구독 기본형,120835.58297930006,116589.54240850001,102114.90000000005,249900
M0496,2025,1,일반 주택용,53602.316973800014,75631.39704610001,84900,249900
M0496,2025,2,일반 주택용,43827.779480799996,65937.23910899999,84900,249900
M0496,2025,3,일반 주택용,60913.811294,70723.15280099999,84900,249900
M0496,2025,4,일반 주택용,70445.52717020002,76454.23428440001,84900,249900
M0496,2025,5,제주 TOU(3kW),121159.39881779996,99032.32057319998,102395.39999999997,249900
M0496,2025,6,구독 기본형,105863.8624463,106572.0645129,89145.90000000001,249900
M0496,2025,7,일반 주택용,189186.57647960004,192627.307705,213922.80000000005,249900
M0496,2025,8,일반 주택용,187691.23366,187802.33557399994,212279.99999999997,249900
M0496,2025,9,구독 기본형,113469.55188940006,95819.26859260003,95734.20000000004,249900
M0496,2025,10,제주 TOU(3kW),193439.94255039998,135104.8835192,165007.19999999995,249900
M0496,2025,11,구독 기본형,122983.15732640002,117010.66568099998,103975.20000000001,249900
M0496,2025,12,구독 기본형,111155.3942072,110381.165944,93729.6,249900
M0497,2024,1,구독 기본형,111404.74971920003,108989.65881860002,93945.60000000003,249900
M0497,2024,2,구독 기본형,85008.39081139998,94878.00247519999,84900,249900
M0497,2024,3,제주 TOU(3kW),130140.69950209995,103100.71326099998,110175.29999999996,249900
M0497,2024,4,제주 TOU(3kW),116720.52437709998,96841.169306,98550.29999999997,249900
M0497,2024,5,제주 TOU(3kW),177302.13867169997,125462.45724879998,151028.09999999998,249900
M0497,2024,6,구독 기본형,153928.86901980004,133976.6235332,130781.40000000002,249900
M0497,2024,7,일반 주택용,111640.92688210002,132122.5235925,128730.3,249900
M0497,2024,8,제주 TOU(3kW),237706.57335180003,226559.2606004,267227.4,267227.4
M0497,2024,9,제주 TOU(3kW),231872.89981870004,154276.7563386,198299.10000000003,249900
M0497,2024,10,제주 TOU(3kW),123198.57278260004,100873.27146680003,104161.80000000005,249900
M0497,2024,11,구독 기본형,149249.64357169997,132427.2080425,126728.09999999998,249900
M0497,2024,12,구독 기본형,162770.5998828,141409.77322079998,138440.4,249900
M0497,2025,1,일반 주택용,68668.62436280001,86394.0149968,84900,249900
M0497,2025,2,일반 주택용,59530.647124200004,79280.92170109999,84900,249900
M0497,2025,3,일반 주택용,74657.6599174,79179.9491504,84900,249900
M0497,2025,4,제주 TOU(3kW),85360.60547210003,81740.7435698,84900,249900
M0497,2025,5,일반 주택용,61412.9983628,69939.19920399999,84900,249900
M0497,2025,6,구독 기본형,103173.24720640002,104837.2622556,86815.20000000001,249900
M0497,2025,7,일반 주택용,134726.169144,150011.9566274,154092.0,249900
M0497,2025,8,일반 주택용,185278.64165649997,187455.32246909998,209629.49999999994,249900
M0497,2025,9,제주 TOU(3kW),172621.87424230005,123067.61650960002,146973.90000000002,249900
M0497,2025,10,구독 기본형,109012.32211239997,94087.29025919999,91873.19999999997,249900
M0497,2025,11,일반 주택용,74800.3538954,91956.0078241,84900,249900
M0497,2025,12,구독 기본형,135550.67513119997,124776.956794,114861.59999999999,249900
M0498,2024,1,일반 주택용,61212.98493939999,80691.82382029998,84900,249900
M0498,2024,2,일반 주택용,61065.93758579999,80195.92443589999,84900,249900
M0498,2024,3,제주 TOU(3kW),127271.37947860004,101961.00295500005,107689.80000000003,249900
M0498,2024,4,제주 TOU(3kW),123356.49794020002,100668.59023480001,104298.6,249900
M0498,2024,5,제주 TOU(3kW),115852.28233739999,97192.88324059999,97798.2,249900
M0498,2024,6,구독 기본형,144447.12567599997,129676.06546439996,122567.99999999994,249900
M0498,2024,7,제주 TOU(3kW),275510.94794790004,254806.41215470002,308759.7,308759.7
M0498,2024,8,제주 TOU(3kW),285209.10357940005,257842.54463240004,319414.20000000007,319414.20000000007
M0498,2024,9,제주 TOU(3kW),293785.79548569996,182898.2347444,251930.09999999998,251930.09999999998
M0498,2024,10,제주 TOU(3kW),154488.1872863,116008.03486439999,131265.9,249900
M0498,2024,11,구독 기본형,92118.48617440002,98405.45319500001,84900,249900
M0498,2024,12,구독 기본형,142183.18542329996,127105.05084549998,120606.89999999997,249900
M0498,2025,1,일반 주택용,49332.86478119999,72020.34873459999,84900,249900
M0498,2025,2,일반 주택용,49228.1419126,71640.3600605,84900,249900
M0498,2025,3,일반 주택용,76507.36083900006,80561.54047900003,84900,249900
M0498,2025,4,일반 주택용,71595.78574539999,77096.5828108,84900,249900
M0498,2025,5,제주 TOU(3kW),131900.73382430003,105360.54390820001,111699.90000000002,249900
M0498,2025,6,구독 기본형,89942.51300509999,97525.60102669998,84900,249900
M0498,2025,7,제주 TOU(3kW),265361.13106299995,248726.7221851999,297608.9999999999,297608.99999999994
M0498,2025,8,제주 TOU(3kW),392732.0621707,337844.7799181,437540.1,437540.1
M0498,2025,9,제주 TOU(3kW),211474.9262829,144704.93706900004,180629.7,249900
M0498,2025,10,제주 TOU(3kW),137944.48804639996,107905.89391959998,116935.19999999997,249900
M0498,2025,11,구독 기본형,128973.92350220006,120566.25015260006,109164.60000000005,249900
M0498,2025,12,구독 기본형,95632.66725809999,102915.29167009998,84900,249900
M0499,2024,1,구독 기본형,123094.32832549996,115747.11689589996,104071.49999999996,249900
M0499,2024,2,일반 주택용,68908.301875,87580.9737635,84900,249900
M0499,2024,3,제주 TOU(3kW),188401.5758996,131574.9164338,160642.8,249900
M0499,2024,4,일반 주택용,54789.09553320001,65093.20469120001,84900,249900
M0499,2024,5,일반 주택용,44858.07837280001,58838.81112620002,84900,249900
M0499,2024,6,일반 주택용,41805.15280619999,64330.619803099995,84900,249900
M0499,2024,7,일반 주택용,199166.54251830003,199746.9934999,224886.90000000002,249900
M0499,2024,8,일반 주택용,36164.64109999999,73853.7004926,84900,249900
M0499,2024,9,일반 주택용,64620.46876320001,72173.11426080001,84900,249900
M0499,2024,10,일반 주택용,54827.79220520001,65527.799107399995,84900,249900
M0499,2024,11,일반 주택용,56604.93686680002,77431.387012,84900,249900
M0499,2024,12,일반 주택용,48138.3468874,70486.22280210002,84900,249900
M0499,2025,1,일반 주택용,35011.22647399999,59151.98526719999,84900,249900
M0499,2025,2,일반 주택용,48482.989122399995,70402.87247419999,84900,249900
M0499,2025,3,일반 주택용,45960.6916706,59597.51766920001,84900,249900
M0499,2025,4,일반 주택용,26301.114559999998,45580.5223384,84900,249900
M0499,2025,5,일반 주택용,40777.514310399994,56130.2550606,84900,249900
M0499,2025,6,일반 주택용,33050.7563288,57429.286200999995,84900,249900
M0499,2025,7,일반 주택용,149473.70097660003,160007.6996518,170293.80000000002,249900
M0499,2025,8,제주 TOU(3kW),346497.4057034001,307986.152026,386746.20000000007,386746.20000000007
M0499,2025,9,제주 TOU(3kW),85406.32064929999,82922.6586734,84900,249900
M0499,2025,10,일반 주택용,73030.22300560003,77796.04476700003,84900,249900
M0499,2025,11,구독 기본형,89285.18416930003,96542.09066670001,84900,249900
M0499,2025,12,구독 기본형,107560.17258209999,106904.6408605,90615.3,249900
M0500,2024,1,일반 주택용,84174.08882750002,94981.87073970003,84900,249900
M0500,2024,2,일반 주택용,68227.24044780001,87038.4282999,84900,249900
M0500,2024,3,구독 기본형,103977.41873260002,90704.66625220001,87511.80000000002,249900
M0500,2024,4,일반 주택용,47102.96905719999,60135.33626939999,84900,249900
M0500,2024,5,일반 주택용,70384.5799118,75631.27116019999,84900,249900
M0500,2024,6,일반 주택용,65867.2271642,85365.7152901,84900,249900
M0500,2024,7,일반 주택용,123334.14727620002,144348.8821558,141576.6,249900
M0500,2024,8,일반 주택용,96030.21414139999,123351.36039799999,111580.19999999998,249900
M0500,2024,9,제주 TOU(3kW),153839.8629550999,115555.81011099994,130704.2999999999,249900
M0500,2024,10,일반 주택용,72533.2126246,78267.7132006,84900,249900
M0500,2024,11,구독 기본형,102235.0470925,105440.6356283,86002.5,249900
M0500,2024,12,일반 주택용,62490.94253220002,81818.3980397,84900,249900
M0500,2025,1,일반 주택용,60248.47038979998,80559.76601749998,84900,249900
M0500,2025,2,일반 주택용,38125.34115319999,61646.059257999994,84900,249900
M0500,2025,3,일반 주택용,36661.88138900001,52998.29478719999,84900,249900
M0500,2025,4,일반 주택용,44763.997089000004,58585.310508200004,84900,249900
M0500,2025,5,일반 주택용,76116.52445180001,80143.36960840003,84900,249900
M0500,2025,6,구독 기본형,91957.44407290002,96814.41060689998,84900,249900
M0500,2025,7,일반 주택용,159625.15629410002,172841.28829449997,181446.3,249900
M0500,2025,8,일반 주택용,128263.64482539998,147953.79496660002,146992.19999999998,249900
M0500,2025,9,구독 기본형,110036.75767419998,94368.8101258,92760.59999999998,249900
M0500,2025,10,제주 TOU(3kW),129536.35871259995,104398.3901982,109651.79999999996,249900
M0500,2025,11,구독 기본형,102966.83625479999,106461.85101299999,86636.39999999998,249900
M0500,2025,12,일반 주택용,56034.1609548,76989.1474786,84900,249900
M0501,2024,1,일반 주택용,55933.5496076,76368.3990342,84900,249900
M0501,2024,2,일반 주택용,61389.054797000004,79474.79432690001,84900,249900
M0501,2024,3,일반 주택용,55576.089100000005,66031.6792296,84900,249900
M0501,2024,4,일반 주택용,70162.07404780002,76933.84716640001,84900,249900
M0501,2024,5,일반 주택용,44505.69680340001,58424.959370400014,84900,249900
M0501,2024,6,제주 TOU(3kW),201844.60861320002,165131.60041840002,172287.6,249900
M0501,2024,7,일반 주택용,130620.8031926,147584.75228,149581.8,249900
M0501,2024,8,제주 TOU(3kW),315670.2963344,283307.5462322,352879.2,352879.20000000007
M0501,2024,9,구독 기본형,107703.89832860001,93278.8909052,90739.8,249900
M0501,2024,10,일반 주택용,54452.9181952,65735.9382008,84900,249900
M0501,2024,11,일반 주택용,43616.64076420001,65649.18072650001,84900,249900
M0501,2024,12,일반 주택용,47344.09769460001,69096.0951247,84900,249900
M0501,2025,1,구독 기본형,85146.9216514,94193.72233599999,84900,249900
M0501,2025,2,일반 주택용,31580.040938599992,56381.89601589999,84900,249900
M0501,2025,3,일반 주택용,34971.32053099999,51924.98281319999,84900,249900
M0501,2025,4,일반 주택용,44712.48214439998,58498.12623899998,84900,249900
M0501,2025,5,일반 주택용,63476.49839720001,71528.52841400001,84900,249900
M0501,2025,6,일반 주택용,37096.97709480001,60890.8157606,84900,249900
M0501,2025,7,제주 TOU(3kW),222340.80628479997,215798.18382219994,250346.39999999994,250346.39999999994
M0501,2025,8,일반 주택용,189486.9557896,195305.48751419998,214252.80000000002,249900
M0501,2025,9,일반 주택용,45149.27082959999,58914.21215959999,84900,249900
M0501,2025,10,일반 주택용,46409.57306580001,59850.63871360002,84900,249900
M0501,2025,11,일반 주택용,70140.79087819999,87960.4833499,84900,249900
M0501,2025,12,일반 주택용,62095.99462360001,80507.64305640002,84900,249900
M0502,2024,1,구독 기본형,151766.05628030002,131898.3409779,128907.9,249900
M0502,2024,2,구독 기본형,110581.8765296,109361.83095880001,93232.8,249900
M0502,2024,3,제주 TOU(3kW),167275.27647250006,120163.49123240003,142342.50000000006,249900
M0502,2024,4,제주 TOU(3kW),221048.7926353,147097.41268600003,188922.89999999997,249900
M0502,2024,5,제주 TOU(3kW),293867.1823542001,183883.31050740002,252000.6000000001,252000.6000000001
M0502,2024,6,제주 TOU(3kW),355275.13310939993,251730.11339699992,305194.19999999995,305194.19999999995
M0502,2024,7,제주 TOU(3kW),238685.26375820002,225376.9546532,268302.60000000003,268302.60000000003
M0502,2024,8,제주 TOU(3kW),431589.4027844001,376640.6489930001,480229.2000000001,480229.20000000007
M0502,2024,9,제주 TOU(3kW),361354.9053499001,218055.36940040003,310460.70000000007,310460.70000000007
M0502,2024,10,제주 TOU(3kW),244228.8117654,160637.26394099998,209002.2,249900
M0502,2024,11,제주 TOU(3kW),254223.81187140004,193986.00447940003,217660.20000000004,249900
M0502,2024,12,제주 TOU(3kW),283863.87039779994,210507.49336679993,243335.39999999994,249900
M0502,2025,1,제주 TOU(3kW),230571.0562498,177159.66186659996,197171.39999999997,249900
M0502,2025,2,일반 주택용,62395.89383159999,80939.69698919998,84900,249900
M0502,2025,3,제주 TOU(3kW),116442.0773887,97526.5146856,98309.1,249900
M0502,2025,4,구독 기본형,107154.27722090001,92763.2376902,90263.70000000001,249900
M0502,2025,5,제주 TOU(3kW),113573.10369229999,95622.48920839999,95823.9,249900
M0502,2025,6,제주 TOU(3kW),185163.4175146001,154115.45784460002,157837.80000000005,249900
M0502,2025,7,제주 TOU(3kW),269158.19861350005,247969.01653090006,301780.50000000006,301780.50000000006
M0502,2025,8,제주 TOU(3kW),393444.5072796001,344040.8876352,438322.80000000005,438322.80000000005
M0502,2025,9,제주 TOU(3kW),421215.12029520015,245996.01628700006,362313.60000000015,362313.60000000015
M0502,2025,10,제주 TOU(3kW),225493.55463670005,151078.35175160004,192773.10000000003,249900
M0502,2025,11,제주 TOU(3kW),239891.0648379,183527.14210529998,205244.7,249900
M0502,2025,12,제주 TOU(3kW),231635.66575520003,179076.83515119998,198093.6,249900
M0505,2024,1,구독 기본형,93438.68507959996,98975.463874,84900,249900
M0505,2024,2,일반 주택용,67725.39298280003,85579.07791580001,84900,249900
M0505,2024,3,구독 기본형,94275.75768029998,86201.07575239998,84900,249900
M0505,2024,4,일반 주택용,68094.9462004,74516.5414854,84900,249900
M0505,2024,5,제주 TOU(3kW),88353.21794319998,83151.061903,84900,249900
M0505,2024,6,구독 기본형,118193.1072063,114978.23444449999,99825.9,249900
M0505,2024,7,일반 주택용,176451.85909609997,180149.6078557,199932.3,249900
M0505,2024,8,제주 TOU(3kW),264852.12466860004,244677.4603224,297049.80000000005,297049.80000000005
M0505,2024,9,제주 TOU(3kW),150925.5204086,113850.96971219999,128179.79999999999,249900
M0505,2024,10,제주 TOU(3kW),157045.12026559995,116179.48717759998,133480.79999999993,249900
M0505,2024,11,일반 주택용,74980.53527440001,92175.593293,84900,249900
M0505,2024,12,구독 기본형,115624.74543269999,111925.68416889998,97601.09999999999,249900
M0505,2025,1,일반 주택용,76474.710522,92873.515091,84900,249900
M0505,2025,2,일반 주택용,66779.2593524,85183.46417559999,84900,249900
M0505,2025,3,일반 주택용,59798.62157779996,68880.26301659996,84900,249900
M0505,2025,4,제주 TOU(3kW),86972.06546840002,82569.31915400001,84900,249900
M0505,2025,5,일반 주택용,69940.77745480002,76123.99713800002,84900,249900
M0505,2025,6,구독 기본형,136564.72087999998,124935.14657119999,115739.99999999999,249900
M0505,2025,7,일반 주택용,164753.45033210007,173541.0168989,187080.30000000005,249900
M0505,2025,8,제주 TOU(3kW),256123.9211363,240278.54208889997,287460.9,287460.9
M0505,2025,9,구독 기본형,101739.45301240002,90417.9062864,85573.20000000001,249900
M0505,2025,10,제주 TOU(3kW),120267.26020820001,99202.966856,101622.6,249900
M0505,2025,11,구독 기본형,93077.46591429997,99427.97206789997,84900,249900
M0505,2025,12,구독 기본형,124452.62321170003,117900.4591163,105248.10000000003,249900
M0508,2024,1,일반 주택용,70220.36091,87887.12342619999,84900,249900
M0508,2024,2,일반 주택용,68584.45910119999,86561.81808399998,84900,249900
M0508,2024,3,일반 주택용,73577.5390602,78318.21925479999,84900,249900
M0508,2024,4,일반 주택용,64355.63841420001,72185.52884200001,84900,249900
