고객ID,연도,월,추천요금제,일반 주택용_요금원,제주 TOU(3kW)_요금원,구독 기본형_요금원,구독 프리미엄형_요금원
M0307,2024,11,일반 주택용,48360.610897199986,70803.26897699997,84900,249900
M0307,2024,12,일반 주택용,58645.944460599996,79104.95552749999,84900,249900
M0307,2025,1,일반 주택용,55194.201318199994,76357.96222529998,84900,249900
M0307,2025,2,일반 주택용,35231.55565020001,59287.2452151,84900,249900
M0307,2025,3,일반 주택용,41120.463566,56060.66754399999,84900,249900
M0307,2025,4,일반 주택용,30273.060841799983,49043.34253839999,84900,249900
M0307,2025,5,일반 주택용,26377.79564,46003.018409599994,84900,249900
M0307,2025,6,일반 주택용,23423.477839999992,48208.37122919999,84900,249900
M0307,2025,7,일반 주택용,58823.88220800002,97502.51995400002,84900,249900
M0307,2025,8,일반 주택용,53817.696366,91747.78330410001,84900,249900
M0307,2025,9,일반 주택용,47500.33550779999,61027.02295199999,84900,249900
M0307,2025,10,일반 주택용,23816.214799999998,42948.093094200005,84900,249900
M0307,2025,11,일반 주택용,26231.195480000002,52094.618289699996,84900,249900
M0307,2025,12,일반 주택용,30763.057451000008,56445.2793975,84900,249900
M0310,2024,1,구독 기본형,141777.6363892,126679.37855019997,120255.59999999999,249900
M0310,2024,2,구독 기본형,94029.51911220001,98758.5143454,84900,249900
M0310,2024,3,구독 기본형,107184.06135149997,92014.7415418,90289.49999999997,249900
M0310,2024,4,일반 주택용,73434.36137380001,78216.89744680001,84900,249900
M0310,2024,5,일반 주택용,74480.62264300002,78882.3267078,84900,249900
M0310,2024,6,일반 주택용,74768.91284939999,91658.38988949997,84900,249900
M0310,2024,7,일반 주택용,88402.4911721,116110.63705709999,103200.29999999999,249900
M0310,2024,8,일반 주택용,103691.79805109996,129016.5771839,119997.29999999996,249900
M0310,2024,9,제주 TOU(3kW),86301.57620279997,82359.6083464,84900,249900
M0310,2024,10,일반 주택용,68278.5135382,74706.89178539999,84900,249900
M0310,2024,11,일반 주택용,67820.92539179997,85470.42125369997,84900,249900
M0310,2024,12,구독 기본형,86988.34284210001,95418.0975027,84900,249900
M0310,2025,1,구독 기본형,91868.09168109999,97493.00593269998,84900,249900
M0310,2025,2,구독 기본형,87243.93224190001,94990.6532253,84900,249900
M0310,2025,3,구독 기본형,98516.53301980002,88029.48899640002,84900,249900
M0310,2025,4,제주 TOU(3kW),86626.7773497,82220.26809500002,84900,249900
M0310,2025,5,일반 주택용,70970.35078419998,76348.5681168,84900,249900
M0310,2025,6,일반 주택용,66682.51767239998,84359.66909999998,84900,249900
M0310,2025,7,일반 주택용,65374.73199599997,102350.23156399997,84900,249900
M0310,2025,8,일반 주택용,72306.52930970001,103885.00078809999,85517.1,249900
M0310,2025,9,일반 주택용,73047.63650800001,78068.2493024,84900,249900
M0310,2025,10,일반 주택용,67251.84245920001,73883.6074662,84900,249900
M0310,2025,11,구독 기본형,85409.0912661,94179.6502759,84900,249900
M0310,2025,12,구독 기본형,103550.39741830001,104411.36185549998,87141.90000000001,249900
M0311,2024,1,일반 주택용,71894.71753660002,91220.06284930001,84900,249900
M0311,2024,2,일반 주택용,50946.516003600016,72845.19597740001,84900,249900
M0311,2024,3,일반 주택용,66479.84385280004,74625.82216740004,84900,249900
M0311,2024,4,일반 주택용,54590.04952659999,66143.5975424,84900,249900
M0311,2024,5,일반 주택용,66769.58518440001,74828.52619060001,84900,249900
M0311,2024,6,일반 주택용,75002.06029819998,93385.22775049998,84900,249900
M0311,2024,7,일반 주택용,118829.00377040007,140372.74816740002,136627.20000000007,249900
M0311,2024,8,일반 주택용,154163.1681499,168479.96914770003,175445.7,249900
M0311,2024,9,제주 TOU(3kW),115937.82513110002,97158.149326,97872.30000000002,249900
M0311,2024,10,일반 주택용,66597.8687024,74711.13043240001,84900,249900
M0311,2024,11,일반 주택용,60660.8318008,81180.16903640001,84900,249900
M0311,2024,12,일반 주택용,63074.05300839999,83079.29612079998,84900,249900
M0311,2025,1,일반 주택용,77083.21568919999,95939.40972279999,84900,249900
M0311,2025,2,구독 기본형,159596.5120113,143055.4342861,135690.9,249900
M0311,2025,3,일반 주택용,52847.4900156,64963.98737919999,84900,249900
M0311,2025,4,일반 주택용,45122.1831592,59440.7154544,84900,249900
M0311,2025,5,일반 주택용,47220.268344199976,61032.812801799984,84900,249900
M0311,2025,6,일반 주택용,67018.69501040001,86267.38234660002,84900,249900
M0311,2025,7,일반 주택용,117517.43847410005,138590.41400890003,135186.30000000005,249900
M0311,2025,8,일반 주택용,137534.16954829998,153223.4144665,157176.89999999997,249900
M0311,2025,9,구독 기본형,109167.47665320002,93162.16503580002,92007.60000000002,249900
M0311,2025,10,일반 주택용,49537.231580200016,62186.12667400001,84900,249900
M0311,2025,11,일반 주택용,53349.57933480001,75195.5513218,84900,249900
M0311,2025,12,구독 기본형,156977.24015399997,135684.59721739995,133421.99999999997,249900
M0315,2024,1,구독 기본형,117407.98367059999,114381.82074760001,99145.8,249900
M0315,2024,2,구독 기본형,97774.00771739999,103157.32788059999,84900,249900
M0315,2024,3,구독 기본형,113606.35109389998,96600.07290079999,95852.69999999998,249900
M0315,2024,4,구독 기본형,101923.00637540003,90826.79924220001,85732.20000000001,249900
M0315,2024,5,제주 TOU(3kW),85921.6553741,83494.6472374,84900,249900
M0315,2024,6,구독 기본형,100384.2750701,105038.39918529999,84900,249900
M0315,2024,7,일반 주택용,137395.9950657,154314.3644413,157025.1,249900
M0315,2024,8,일반 주택용,149120.07260710007,166029.74785390004,169905.30000000005,249900
M0315,2024,9,제주 TOU(3kW),157981.58874400004,117888.97329580004,134292.00000000003,249900
M0315,2024,10,구독 기본형,103289.61311199998,91627.42252159999,86915.99999999997,249900
M0315,2024,11,구독 기본형,129386.39907829999,119626.01445129998,109521.9,249900
M0315,2024,12,구독 기본형,147067.09018750003,128877.75197150004,124837.50000000003,249900
M0315,2025,1,구독 기본형,126279.15233710004,119971.75010170002,106830.30000000003,249900
M0315,2025,2,구독 기본형,101068.9637468,106046.8463362,84992.4,249900
M0315,2025,3,구독 기본형,96964.98761179998,88383.69788359999,84900,249900
M0315,2025,4,일반 주택용,76331.2909814,80944.5329462,84900,249900
M0315,2025,5,구독 기본형,98560.86288860001,88748.81387679999,84900,249900
M0315,2025,6,구독 기본형,86306.42478219996,98425.37291999998,84900,249900
M0315,2025,7,일반 주택용,122942.83495690004,144374.12819550003,141146.70000000004,249900
M0315,2025,8,일반 주택용,137733.78525340004,155347.247657,157396.2,249900
M0315,2025,9,제주 TOU(3kW),149341.7665803001,113970.97199600004,126807.90000000007,249900
M0315,2025,10,구독 기본형,111622.24313800005,95730.42222380004,94134.00000000004,249900
M0315,2025,11,구독 기본형,93399.20379020002,100141.45176279999,84900,249900
M0315,2025,12,구독 기본형,105098.13322819998,107620.20527999998,88482.59999999999,249900
M0318,2024,1,제주 TOU(3kW),192522.52206249998,157438.90161649993,164212.49999999997,249900
M0318,2024,2,구독 기본형,158150.25004169994,137461.97663309996,134438.09999999995,249900
M0318,2024,3,제주 TOU(3kW),152401.56650879994,114512.57596379997,129458.39999999994,249900
M0318,2024,4,구독 기본형,98739.22134510001,89121.53959940001,84900,249900
M0318,2024,5,구독 기본형,97124.99073199995,88438.12341839998,84900,249900
M0318,2024,6,구독 기본형,101300.65657669997,106163.42603369997,85193.09999999998,249900
M0318,2024,7,일반 주택용,183978.5453884,190779.69646680003,208201.2,249900
M0318,2024,8,제주 TOU(3kW),208515.4389339,207335.6867687,235157.7,249900
M0318,2024,9,제주 TOU(3kW),205212.29333359993,141996.00233139997,175204.79999999996,249900
M0318,2024,10,구독 기본형,95556.12896899997,88742.49816879998,84900,249900
M0318,2024,11,일반 주택용,84479.20300260003,97588.60720140001,84900,249900
M0318,2024,12,구독 기본형,127519.6960093,122083.9883781,107904.9,249900
M0318,2025,1,구독 기본형,131441.8504168,124696.197101,111302.40000000001,249900
M0318,2025,2,구독 기본형,109259.59966179995,110840.34045559994,92087.39999999995,249900
M0318,2025,3,구독 기본형,116767.6248627,98871.973718,98591.1,249900
M0318,2025,4,구독 기본형,93271.75541740001,87246.7370068,84900,249900
M0318,2025,5,구독 기본형,95239.58599959998,88463.13831039998,84900,249900
M0318,2025,6,구독 기본형,123213.46484789997,119205.80799329997,104174.69999999997,249900
M0318,2025,7,일반 주택용,175563.5555548,183088.0871358,198956.4,249900
M0318,2025,8,일반 주택용,181746.1809709,187211.08488949997,205748.69999999998,249900
M0318,2025,9,제주 TOU(3kW),173532.36818819997,125341.12826059997,147762.59999999998,249900
M0318,2025,10,구독 기본형,116895.07323550001,98897.7202584,98701.5,249900
M0318,2025,11,구독 기본형,85679.9190583,97486.1161309,84900,249900
M0318,2025,12,구독 기본형,115861.97949620002,114700.4833786,97806.60000000002,249900
M0319,2024,1,일반 주택용,40054.61210660001,63133.43475110001,84900,249900
M0319,2024,2,일반 주택용,42698.56222099999,65271.872621899995,84900,249900
M0319,2024,3,일반 주택용,40098.62957099999,55044.823553999995,84900,249900
M0319,2024,4,일반 주택용,34911.098835200006,51727.02278380001,84900,249900
M0319,2024,5,일반 주택용,31974.988847200006,49501.87060280001,84900,249900
M0319,2024,6,일반 주택용,45049.1431908,67405.2526294,84900,249900
M0319,2024,7,일반 주택용,64690.153878,102360.5761843,84900,249900
M0319,2024,8,일반 주택용,85017.2163484,113946.02044140002,99481.20000000001,249900
M0319,2024,9,제주 TOU(3kW),86906.60964649999,82802.3239246,84900,249900
M0319,2024,10,일반 주택용,38391.380773200006,54213.97165520001,84900,249900
M0319,2024,11,일반 주택용,33606.53728040001,57554.8842652,84900,249900
M0319,2024,12,일반 주택용,43616.64076420001,65681.39579610001,84900,249900
M0319,2025,1,일반 주택용,42891.0781642,65105.6604079,84900,249900
M0319,2025,2,일반 주택용,38256.667983800005,61422.4519769,84900,249900
M0319,2025,3,일반 주택용,35370.6218152,51905.1327368,84900,249900
M0319,2025,4,일반 주택용,36566.34898,52817.951571000005,84900,249900
M0319,2025,5,일반 주택용,35799.671166,52148.319501599995,84900,249900
M0319,2025,6,일반 주택용,46326.375220999995,69012.0509029,84900,249900
M0319,2025,7,일반 주택용,64282.270037999995,102700.2460953,84900,249900
M0319,2025,8,일반 주택용,98209.0564273,123600.72165769999,113973.9,249900
M0319,2025,9,구독 기본형,107587.8787501,92822.28257260002,90639.3,249900
M0319,2025,10,일반 주택용,55705.23924279998,66337.89459639999,84900,249900
M0319,2025,11,일반 주택용,36363.67516040001,60237.31218820002,84900,249900
M0319,2025,12,일반 주택용,39727.383374,62813.281888000005,84900,249900
M0320,2024,1,일반 주택용,16241.828120000006,36595.7378717,84900,249900
M0320,2024,2,일반 주택용,20043.83024,42311.37212959999,84900,249900
M0320,2024,3,구독 기본형,101919.5431044,90525.945916,85729.2,249900
M0320,2024,4,구독 기본형,92419.4444243,85434.2315932,84900,249900
M0320,2024,5,구독 기본형,97165.16467560006,88186.05341420003,84900,249900
M0320,2024,6,구독 기본형,95020.70727240002,100803.95307779999,84900,249900
M0320,2024,7,일반 주택용,109348.48660259998,132057.29317059997,126211.79999999997,249900
M0320,2024,8,일반 주택용,110762.72700849996,132700.8851161,127765.49999999997,249900
M0320,2024,9,제주 TOU(3kW),147928.75201229998,112976.62350239999,125583.89999999998,249900
M0320,2024,10,구독 기본형,103356.10791520002,91737.41005800001,86973.6,249900
M0320,2024,11,일반 주택용,84861.20179389996,96608.86226109997,84900,249900
M0320,2024,12,일반 주택용,55779.48848220001,77806.7078775,84900,249900
M0320,2025,1,일반 주택용,62696.276748000026,83738.82576220001,84900,249900
M0320,2025,2,일반 주택용,37361.08188119999,61592.65771539999,84900,249900
M0320,2025,3,일반 주택용,27112.96028,46755.1069832,84900,249900
M0320,2025,4,일반 주택용,23125.679360000002,41675.602353,84900,249900
M0320,2025,5,제주 TOU(3kW),88936.43277960001,84061.72050360002,84900,249900
M0320,2025,6,구독 기본형,119059.61761050002,115819.63235850002,100576.50000000001,249900
M0320,2025,7,일반 주택용,120254.9862766,142749.08514439999,138193.8,249900
M0320,2025,8,일반 주택용,95773.52636740005,123124.1238388,111298.20000000004,249900
M0320,2025,9,제주 TOU(3kW),116945.290665,98185.1634638,98745.0,249900
M0320,2025,10,구독 기본형,91999.349652,86112.7940106,84900,249900
M0320,2025,11,일반 주택용,63137.66066300001,83045.32574870001,84900,249900
M0320,2025,12,일반 주택용,54082.3975608,76412.7023058,84900,249900
M0321,2024,1,구독 기본형,164414.6146265,142728.5914383,139864.5,249900
M0321,2024,2,구독 기본형,142935.0615574,129840.70528800001,121258.20000000001,249900
M0321,2024,3,제주 TOU(3kW),114852.08967259998,96078.84126119998,96931.79999999999,249900
M0321,2024,4,구독 기본형,95011.7027678,86487.41782660001,84900,249900
M0321,2024,5,일반 주택용,71121.7515134,77174.0437748,84900,249900
M0321,2024,6,일반 주택용,77159.157908,94898.7863838,84900,249900
M0321,2024,7,일반 주택용,132664.47478900006,155249.44389220004,151827.00000000006,249900
M0321,2024,8,일반 주택용,168438.2852495,183473.2196633,191128.50000000006,249900
M0321,2024,9,제주 TOU(3kW),165694.98591520006,124432.64229060004,140973.60000000003,249900
M0321,2024,10,제주 TOU(3kW),87136.91716799997,83073.02864839998,84900,249900
M0321,2024,11,구독 기본형,100819.2619077,103827.6285991,84900,249900
M0321,2024,12,구독 기본형,119118.8395446,115908.48943380002,100627.79999999999,249900
M0321,2025,1,구독 기본형,122974.1528218,117744.86696140002,103967.4,249900
M0321,2025,2,구독 기본형,101546.20249060002,105241.1351026,85405.80000000002,249900
M0321,2025,3,구독 기본형,100369.7293319,89472.78380040001,84900,249900
M0321,2025,4,일반 주택용,72851.73460599998,78007.53600919999,84900,249900
M0321,2025,5,일반 주택용,75639.58796939999,80375.02310599998,84900,249900
M0321,2025,6,구독 기본형,96761.00094990003,103739.80464470002,84900,249900
M0321,2025,7,일반 주택용,155636.11905729995,175924.3985275,177063.89999999997,249900
M0321,2025,8,일반 주택용,187754.85945930003,200749.4874987,212349.90000000002,249900
M0321,2025,9,제주 TOU(3kW),156081.29194629999,119936.344157,132645.90000000002,249900
M0321,2025,10,구독 기본형,94235.2374096,87091.19477799999,84900,249900
M0321,2025,11,구독 기본형,95379.15582089995,99273.16126209997,84900,249900
M0321,2025,12,구독 기본형,126855.78695859999,117111.04779639997,107329.79999999999,249900
M0325,2024,1,구독 기본형,130593.34902180001,124155.24746939998,110567.4,249900
M0325,2024,2,구독 기본형,168796.3450957,146180.51422450002,143660.10000000003,249900
M0325,2024,3,제주 TOU(3kW),157721.843419,117817.29947679999,134067.0,249900
M0325,2024,4,제주 TOU(3kW),149665.9287459,113910.2273722,127088.70000000001,249900
M0325,2024,5,제주 TOU(3kW),130667.46302120005,104640.56626940002,110631.60000000005,249900
M0325,2024,6,구독 기본형,144537.17072200007,130678.15171460003,122646.00000000006,249900
M0325,2024,7,일반 주택용,147909.54398779996,163021.76715999996,168575.39999999997,249900
M0325,2024,8,일반 주택용,120815.3302258,145832.05315,138809.4,249900
M0325,2024,9,제주 TOU(3kW),158580.04197279998,120781.7584736,134810.39999999997,249900
M0325,2024,10,제주 TOU(3kW),118501.6846524,98930.18619820001,100093.19999999998,249900
M0325,2024,11,구독 기본형,121850.32138229998,117872.18584189998,102993.89999999998,249900
M0325,2024,12,구독 기본형,162420.8095118,144159.9430852,138137.40000000002,249900
M0325,2025,1,제주 TOU(3kW),183873.34906709995,156582.53060589996,156720.29999999996,249900
M0325,2025,2,구독 기본형,173446.8253945,149815.18276549998,147688.5,249900
M0325,2025,3,제주 TOU(3kW),167422.11916290005,121857.75631400001,142469.70000000004,249900
M0325,2025,4,제주 TOU(3kW),145076.74834380005,110875.86507340001,123113.40000000005,249900
M0325,2025,5,제주 TOU(3kW),148001.13437619997,112537.01461239999,125646.59999999998,249900
M0325,2025,6,구독 기본형,130016.02174609998,121554.8546653,110067.29999999999,249900
M0325,2025,7,일반 주택용,138559.28221170002,158047.6445807,158303.10000000003,249900
M0325,2025,8,일반 주택용,185058.81861599998,193236.0729838,209387.99999999997,249900
M0325,2025,9,제주 TOU(3kW),188783.5746908999,133122.06721799995,160973.69999999992,249900
M0325,2025,10,제주 TOU(3kW),129302.24159299998,103755.17478339998,109448.99999999997,249900
M0325,2025,11,구독 기본형,101901.88042230002,104516.4812027,85713.90000000001,249900
M0325,2025,12,구독 기본형,145765.24661859995,129702.90068679997,123709.79999999996,249900
M0326,2024,1,구독 기본형,111416.52484060003,108707.5988936,93955.80000000003,249900
M0326,2024,2,구독 기본형,118783.59491180003,113916.65938660002,100337.40000000002,249900
M0326,2024,3,구독 기본형,107135.92188459997,92195.3926544,90247.79999999997,249900
M0326,2024,4,일반 주택용,64784.92961919998,71959.72447439999,84900,249900
M0326,2024,5,일반 주택용,64741.63771739999,72476.493194,84900,249900
M0326,2024,6,일반 주택용,64276.793945000005,83765.3892649,84900,249900
M0326,2024,7,일반 주택용,158975.24469609998,172049.48153609995,180732.3,249900
M0326,2024,8,일반 주택용,205521.2033574,209404.79193760006,231868.2,249900
M0326,2024,9,제주 TOU(3kW),205527.45099460005,143158.76835260002,175477.80000000002,249900
M0326,2024,10,일반 주택용,65755.00681539997,73547.63501679999,84900,249900
M0326,2024,11,구독 기본형,86162.69903569997,93987.8186471,84900,249900
M0326,2024,12,구독 기본형,96998.23501340002,98260.27553439999,84900,249900
M0326,2025,1,구독 기본형,156234.71485160006,134762.5998698,132778.80000000005,249900
M0326,2025,2,구독 기본형,90789.62909169997,97306.61388209998,84900,249900
M0326,2025,3,일반 주택용,74328.4963512,78829.6624486,84900,249900
M0326,2025,4,일반 주택용,61035.463956600004,69290.3587068,84900,249900
M0326,2025,5,일반 주택용,63689.33009320003,71476.63028940003,84900,249900
M0326,2025,6,일반 주택용,58798.55446080001,79593.22658700001,84900,249900
M0326,2025,7,일반 주택용,164659.7866018,178451.85617420002,186977.40000000002,249900
M0326,2025,8,일반 주택용,202014.95759340003,205788.5031888,228016.19999999998,249900
M0326,2025,9,제주 TOU(3kW),148011.1778621,114351.46951059999,125655.3,249900
M0326,2025,10,구독 기본형,102221.54033560002,91453.14527020001,85990.8,249900
M0326,2025,11,일반 주택용,66641.40245839999,83112.9607378,84900,249900
M0326,2025,12,구독 기본형,102937.3984513,101536.50319050002,86610.90000000001,249900
M0328,2024,1,구독 기본형,86296.38129629998,95221.18445629998,84900,249900
M0328,2024,2,구독 기본형,91468.7765348,97437.9376698,84900,249900
M0328,2024,3,일반 주택용,65862.14822599999,73159.7754874,84900,249900
M0328,2024,4,제주 TOU(3kW),88278.06496249998,82786.67237399999,84900,249900
M0328,2024,5,일반 주택용,72135.3624656,77412.25866640001,84900,249900
M0328,2024,6,구독 기본형,85030.90207290002,94455.6751159,84900,249900
M0328,2024,7,일반 주택용,112038.24678759997,133515.67489819997,129166.79999999999,249900
M0328,2024,8,일반 주택용,137147.49945469998,155306.04194489995,156752.09999999998,249900
M0328,2024,9,제주 TOU(3kW),174124.93385629996,129085.21294899996,148275.89999999994,249900
M0328,2024,10,일반 주택용,66909.37691199999,75099.0122764,84900,249900
M0328,2024,11,일반 주택용,64544.52654440001,85771.34005860002,84900,249900
M0328,2024,12,일반 주택용,51921.430283800015,73218.0696751,84900,249900
M0328,2025,1,일반 주택용,45963.59392100001,68274.63181210001,84900,249900
M0328,2025,2,일반 주택용,52747.1205226,74191.8438821,84900,249900
M0328,2025,3,일반 주택용,53604.735515799985,64963.63643139999,84900,249900
M0328,2025,4,일반 주택용,41832.24047659999,56435.45883219999,84900,249900
M0328,2025,5,일반 주택용,32442.9767242,50376.80420500001,84900,249900
M0328,2025,6,일반 주택용,39676.593992,63736.3990228,84900,249900
M0328,2025,7,일반 주택용,87256.40756839998,116997.6087098,101941.2,249900
M0328,2025,8,일반 주택용,124483.78081719998,145345.946494,142839.59999999998,249900
M0328,2025,9,일반 주택용,62428.30229440002,70709.53120280002,84900,249900
M0328,2025,10,일반 주택용,65793.94534159999,74210.01619360001,84900,249900
M0328,2025,11,일반 주택용,57900.30796199998,78483.88938179998,84900,249900
M0328,2025,12,일반 주택용,56713.52940259999,77248.1493217,84900,249900
M0333,2024,1,구독 기본형,118589.65173579997,118431.02761279997,100169.39999999997,249900
M0333,2024,2,구독 기본형,112421.5660848,115038.59216920001,94826.40000000001,249900
M0333,2024,3,구독 기본형,104346.25709409996,92357.19762219998,87831.29999999997,249900
M0333,2024,4,구독 기본형,91366.6100403,86827.4819622,84900,249900
M0333,2024,5,제주 TOU(3kW),85400.7794157,83758.3212844,84900,249900
M0333,2024,6,구독 기본형,105686.54297109999,109308.97725089999,88992.29999999999,249900
M0333,2024,7,일반 주택용,157035.06742559996,173819.43762819993,178600.79999999993,249900
M0333,2024,8,일반 주택용,182295.87510820004,189763.37643200002,206352.60000000003,249900
M0333,2024,9,제주 TOU(3kW),174768.4096081,128593.2021654,148833.3,249900
M0333,2024,10,구독 기본형,110661.53176260002,96891.78760940001,93301.8,249900
M0333,2024,11,구독 기본형,131777.09504959997,125343.46408079998,111592.79999999996,249900
M0333,2024,12,구독 기본형,141475.98548509995,129754.34767329996,119994.29999999996,249900
M0333,2025,1,구독 기본형,138412.37595849994,127899.03451709995,117340.49999999993,249900
M0333,2025,2,구독 기본형,124406.56170739999,120140.47721619999,105208.19999999998,249900
M0333,2025,3,제주 TOU(3kW),118891.64896700002,99791.03117340001,100431.00000000001,249900
M0333,2025,4,구독 기본형,91193.10016320001,86153.1496266,84900,249900
M0333,2025,5,구독 기본형,103386.5847,92881.0283492,87000.0,249900
M0333,2025,6,구독 기본형,120111.4130132,120412.71646319999,101487.59999999999,249900
M0333,2025,7,일반 주택용,158191.52776909998,172554.33854189998,179871.3,249900
M0333,2025,8,일반 주택용,169849.2487902,181105.7295236,192678.59999999998,249900
M0333,2025,9,제주 TOU(3kW),137495.30179770003,109641.48721820001,116546.10000000002,249900
M0333,2025,10,구독 기본형,100631.8989466,92116.345776,84900,249900
M0333,2025,11,구독 기본형,139160.09616739996,130706.35917219997,117988.19999999995,249900
M0333,2025,12,구독 기본형,132819.88594769998,125054.00078009999,112496.09999999999,249900
M0336,2024,1,일반 주택용,71429.39005579999,89470.00202629999,84900,249900
M0336,2024,2,일반 주택용,69372.1782306,87944.00322889998,84900,249900
M0336,2024,3,일반 주택용,70302.8331922,75960.86185939999,84900,249900
M0336,2024,4,일반 주택용,58993.247091800025,68504.3789892,84900,249900
M0336,2024,5,일반 주택용,58429.0012432,68888.3339144,84900,249900
M0336,2024,6,구독 기본형,96951.48085490002,101457.5261861,84900,249900
M0336,2024,7,일반 주택용,146535.44518059999,157500.04846659998,167065.8,249900
M0336,2024,8,제주 TOU(3kW),186258.42435129994,185660.6365033,210705.89999999997,249900
M0336,2024,9,제주 TOU(3kW),173747.09099019997,123899.57106519998,147948.59999999998,249900
M0336,2024,10,일반 주택용,65523.068637599994,73815.9363004,84900,249900
M0336,2024,11,일반 주택용,55672.3470716,77175.40879720003,84900,249900
M0336,2024,12,구독 기본형,98170.55224689997,102686.63824649998,84900,249900
M0336,2025,1,구독 기본형,104062.26887209999,105509.66640689998,87585.29999999999,249900
M0336,2025,2,일반 주택용,75336.786511,92181.55388329999,84900,249900
M0336,2025,3,제주 TOU(3kW),89665.79765219998,83943.23313319996,84900,249900
M0336,2025,4,일반 주택용,57937.79536299999,68121.9029134,84900,249900
M0336,2025,5,일반 주택용,63816.303548199976,72330.40987619999,84900,249900
M0336,2025,6,구독 기본형,110326.63345689997,108793.3181755,93011.69999999998,249900
M0336,2025,7,일반 주택용,149377.30652530002,157700.4253475,170187.90000000002,249900
M0336,2025,8,일반 주택용,179470.9442337,181377.13400169997,203249.09999999998,249900
M0336,2025,9,제주 TOU(3kW),177727.42835049998,125821.00711459997,151396.49999999994,249900
M0336,2025,10,구독 기본형,109760.73497550002,93522.8758114,92521.50000000001,249900
M0336,2025,11,일반 주택용,56231.99769039999,76961.71291760002,84900,249900
M0336,2025,12,구독 기본형,101332.51866990005,104288.88918770001,85220.70000000004,249900
M0338,2024,1,구독 기본형,126195.68750599996,120812.79785679998,106757.99999999997,249900
M0338,2024,2,구독 기본형,114151.46994929998,113633.21516749998,96324.9,249900
M0338,2024,3,제주 TOU(3kW),118282.11327099997,98737.69865539997,99902.99999999999,249900
M0338,2024,4,구독 기본형,109151.89193369995,94152.4682756,91994.09999999996,249900
M0338,2024,5,제주 TOU(3kW),114117.52989350003,96288.84914600002,96295.50000000004,249900
M0338,2024,6,구독 기본형,109205.2263071,109408.7708469,92040.3,249900
M0338,2024,7,일반 주택용,144429.51314540004,160660.41207020002,164752.2,249900
M0338,2024,8,일반 주택용,171267.58527759998,180181.75857359995,194236.8,249900
M0338,2024,9,제주 TOU(3kW),153308.94351080002,116098.3244694,130244.40000000001,249900
M0338,2024,10,제주 TOU(3kW),126365.38778500001,102189.7900408,106905.0,249900
M0338,2024,11,구독 기본형,130159.40116549999,122503.75169969999,110191.49999999999,249900
M0338,2024,12,구독 기본형,128192.95589170002,121279.97102550001,108488.10000000002,249900
M0338,2025,1,구독 기본형,114882.56645740001,113918.2842952,96958.20000000001,249900
M0338,2025,2,구독 기본형,96247.7441877,103086.8451879,84900,249900
M0338,2025,3,제주 TOU(3kW),118825.50049090003,98730.43153400002,100373.70000000001,249900
M0338,2025,4,구독 기본형,107673.42154379998,93081.69408019999,90713.39999999998,249900
M0338,2025,5,구독 기본형,104171.0155815,91598.00421520001,87679.5,249900
M0338,2025,6,구독 기본형,115150.27730569996,113907.17737209996,97190.09999999996,249900
M0338,2025,7,일반 주택용,144742.45377199998,161485.2315888,165096.0,249900
M0338,2025,8,일반 주택용,172936.05580859998,179814.39962499993,196069.8,249900
M0338,2025,9,제주 TOU(3kW),144842.63122419998,112182.45725679999,122910.59999999996,249900
M0338,2025,10,구독 기본형,96278.91362669998,87505.13353820001,84900,249900
M0338,2025,11,구독 기본형,112154.8942178,111080.08153059999,94595.4,249900
M0338,2025,12,구독 기본형,120724.41198019996,116452.8184876,102018.59999999998,249900
M0340,2024,1,구독 기본형,120279.7279838,114959.6368032,101633.40000000001,249900
M0340,2024,2,구독 기본형,113757.69603660001,110769.3583892,95983.8,249900
M0340,2024,3,제주 TOU(3kW),116246.40257720002,96424.28141220001,98139.60000000002,249900
M0340,2024,4,제주 TOU(3kW),91154.31152800003,84345.98100880004,84900,249900
M0340,2024,5,제주 TOU(3kW),85901.56840230004,82014.75671480002,84900,249900
M0340,2024,6,구독 기본형,92153.46521149995,96860.15891789999,84900,249900
M0340,2024,7,일반 주택용,123103.1282796,136668.9307382,141322.8,249900
M0340,2024,8,일반 주택용,153795.34003120003,158966.71815220002,175041.60000000003,249900
M0340,2024,9,제주 TOU(3kW),183914.90831909998,129197.22412660002,156756.3,249900
M0340,2024,10,일반 주택용,53848.7664036,64629.94638239999,84900,249900
M0340,2024,11,일반 주택용,51800.5031838,72117.87694789999,84900,249900
M0340,2024,12,일반 주택용,67619.46084320001,84971.69681840001,84900,249900
M0340,2025,1,일반 주택용,75300.50838099999,91056.83741070001,84900,249900
M0340,2025,2,일반 주택용,61302.7128476,80023.39369639999,84900,249900
M0340,2025,3,일반 주택용,47245.90488940002,60021.97787600002,84900,249900
M0340,2025,4,일반 주택용,49150.50671440001,61136.49003980002,84900,249900
M0340,2025,5,일반 주택용,53832.80402640001,64694.5825372,84900,249900
M0340,2025,6,일반 주택용,52232.93849339999,72853.88526009998,84900,249900
M0340,2025,7,일반 주택용,58125.18503400001,93315.2405997,84900,249900
M0340,2025,8,일반 주택용,77422.53510319997,105325.388721,91137.59999999998,249900
M0340,2025,9,구독 기본형,93925.96730930002,86176.89371340002,84900,249900
M0340,2025,10,구독 기본형,96804.98449160003,87620.03569620001,84900,249900
