비식별고객ID,관측일수,시간값완전도,0사용일수,연간사용량_kWh,월평균사용량_kWh,최대시간사용량_kWh,주말/주중_일사용량비,경부하비중,중간부하비중,최대부하비중,부하율,월변동계수,하계민감도,동계민감도,일반주택용_연간요금원,제주TOU3kW_연간요금원,제주TOU5kW_연간요금원,구독기본형_연간요금원,구독프리미엄형_연간요금원,연간최저요금제,TOU대비최대절감가능액원,15일예측_MAPE,20일예측_MAPE,군집
T0011,365,0.9965753424657534,0,5189.994500000001,432.49954166666674,3.55,1.0952393906173885,0.4777800824259061,0.2505911133431837,0.2716288042309101,0.1668915846678243,0.4082328428779849,1.8370576712109776,0.9443847092450542,1034400.8420144,1129123.28969475,1245700.16969475,1240248.0,2998800.0,일반주택용,94722.44768034991,0.0883777336657384,0.0824880807953039,하계·주말집중형
T0012,365,0.9981735159817352,0,4300.054500000001,358.3378750000001,2.364,1.0227675751686476,0.4242905525964845,0.3303913938765193,0.245318053526996,0.2076454320515495,0.0915589951654158,1.0834475992983297,0.9886451656485143,765381.2157145,962710.3288761,1079287.2088761,1018800.0,2998800.0,일반주택용,197329.1131616,0.047337173328275,0.0311709435723154,야간·평탄형
T0013,365,0.9982876712328768,0,7093.946,591.1621666666666,3.765,1.0697355738879597,0.3804958481499577,0.3250430014550434,0.2944611503949987,0.2150892927528849,0.2659397376541211,1.3987991084746545,0.8804135495789064,1676978.9818165998,1505758.8503391002,1622335.7303391,1533525.0000000002,2998800.0,제주TOU(3kW),0.0,0.0581392845200939,0.0456239845458283,야간·평탄형
T0014,365,0.9980593607305936,0,7572.442000000001,631.0368333333334,5.849,1.025510044580406,0.2581482961507002,0.3747270035214531,0.3671247003278468,0.1477917623978184,0.2084826276781335,1.3607446962372298,0.9633055575484882,1841531.2384182003,1654408.7366302998,1770985.6166302997,1670532.6,2998800.0,제주TOU(3kW),0.0,0.0534064947854644,0.0375821851528347,주간·저녁활동형
T0015,365,1.0,0,6457.714000000001,538.1428333333334,5.456,1.040855153223903,0.4357699953884611,0.2637995426864676,0.3004304619250712,0.1351139962372286,0.5583301684515234,1.3794858785385864,1.778443672875237,1492063.0665752,1386716.871631,1503293.7516309998,1499194.8,3137779.5,제주TOU(3kW),0.0,0.1070380638085252,0.0715232944599968,동계난방민감형
T0016,365,0.9987442922374428,0,9299.9055,774.9921249999999,4.586,1.1486602704694835,0.4018988149933351,0.2780842773079792,0.3200169076986857,0.2314943410259933,0.3034826850195593,1.4843062099969584,0.8665936742329579,2392570.21191405,1920465.3732033,2037042.2532033,2188771.65,3129021.0,제주TOU(3kW),0.0,0.0646724940947692,0.0426461994784452,야간·평탄형
T0017,365,0.9980593607305936,0,5799.488,483.2906666666667,3.479,1.0369769413376986,0.2911411317688733,0.3483424743701513,0.3605163938609752,0.1902966395896579,0.2116976375506702,1.3807393320755452,1.0638365394455644,1253502.9052829505,1301174.09861145,1417750.9786114502,1228634.5499999998,2998800.0,구독기본형,72539.54861145024,0.0600145666437087,0.0374091210685836,주간·저녁활동형
T0018,365,0.9987442922374428,0,5915.295499999999,492.9412916666666,5.008,1.1385706655989778,0.3872532657075204,0.2615379062635163,0.3512088280289632,0.134836670003793,0.5091828254149219,2.2496502210690275,1.1030781638771328,1263067.0987634,1311327.538745,1427904.418745,1417246.8,3020929.5,일반주택용,48260.43998160004,0.1212074671783387,0.0817455238927243,하계·주말집중형
T0019,365,0.9980593607305936,0,9158.0605,763.1717083333333,4.967,1.1325437281020914,0.3576718563936108,0.2981732322034781,0.344154911402911,0.2104772893793098,0.1447696678883697,1.1706264110644866,1.0611585673741577,2383230.38142455,1917135.840025,2033712.720025,2146218.15,2998800.0,제주TOU(3kW),0.0,0.041847100711809,0.0332201452502788,주간·저녁활동형
T0021,365,0.9986301369863012,0,5242.8435,436.903625,2.515,1.066332785547236,0.4455467724718466,0.2845300455754592,0.2699231819526941,0.2379714180669408,0.2479607497565448,1.3519643302678457,1.01608974289995,1065005.0826254,1140333.4946248,1256910.3746248,1156029.9,2998800.0,일반주택용,75328.4119994,0.0551153571260216,0.0358543604530371,야간·평탄형
T0023,365,0.9985159817351598,0,6998.013999999999,583.1678333333333,3.52,1.12314003838615,0.4079294496981572,0.272086409086921,0.3199841412149217,0.2269488766085512,0.2586334833396158,1.4627005532954762,0.962237077776687,1642859.2218094,1487715.7706330498,1604292.65063305,1498204.2,2998800.0,제주TOU(3kW),0.0,0.0509787699337461,0.0393392041729332,야간·평탄형
T0025,365,0.9982876712328768,0,8212.896500000003,684.4080416666669,4.532,1.0509683178965616,0.4554065060968443,0.2497453851999717,0.294848108703184,0.2068722997698758,0.5198316115586018,1.5532093913858311,2.22494825080957,2069884.7748127496,1715365.42458295,1831942.30458295,1993677.15,3210430.35,제주TOU(3kW),0.0,0.1257457367355604,0.0908690645117653,동계난방민감형
T0028,365,0.9984018264840184,0,6522.579,543.5482499999999,6.284,0.9955053840429178,0.5413773447588752,0.2479745358392746,0.2106481194018501,0.1184892813232998,0.3479660459195403,0.8724024752603606,0.6685155885012448,1521382.9579256,1314856.2555929502,1431433.13559295,1461387.0,2998800.0,제주TOU(3kW),0.0,0.1486084705034453,0.0976105897107234,야간·평탄형
T0030,365,0.9992009132420092,0,10229.8405,852.4867083333334,5.247,1.0792831710877977,0.3524404412756973,0.3275780301755437,0.3199815285487589,0.2225633717201305,0.1301291791046928,1.1306535069864554,1.0559380545281063,2743544.69983755,2111621.6023987,2228198.4823987,2467752.15,3010172.4,제주TOU(3kW),0.0,0.0462640052550526,0.0295734300704767,야간·평탄형
T0031,365,0.9985159817351598,0,8145.840999999999,678.8200833333333,4.024,1.1237840854056351,0.3189178379494518,0.3334698651741422,0.3476122968764059,0.2310861145909928,0.1801446266745593,1.2655952768872516,0.8987797705885949,2038117.1873811,1734446.0325479,1851022.9125479,1842552.3000000005,2998800.0,제주TOU(3kW),0.0,0.0303798937385097,0.0259571080476537,주간·저녁활동형
T0032,365,0.9984018264840184,0,6584.1625,548.6802083333333,3.581,1.1209953623021889,0.3471298741487622,0.3185267678311402,0.3343433580200976,0.2098901769741112,0.2327506607512493,1.3934739400963292,0.9804225864172816,1512250.05810375,1430028.57972345,1546605.4597234502,1383737.1,2998800.0,구독기본형,46291.47972345003,0.033708634137724,0.0265424976771271,주간·저녁활동형
T0033,365,0.9982876712328768,0,7942.3635,661.8636250000001,6.399,1.030413474033845,0.383626926669876,0.325521175151452,0.2908518981786719,0.1416881543991248,0.4636321978560492,1.4486548847386929,0.702149416532723,1932953.33410585,1656966.2770626,1773543.1570626004,1809669.75,3143889.0,제주TOU(3kW),0.0,0.0717780947818216,0.0563715327088407,하계·주말집중형
T0034,365,0.9985159817351598,0,7702.568499999998,641.8807083333331,6.068,0.9394095379626096,0.4089513127991006,0.2938473056098106,0.2972013815910887,0.1449058407304732,0.2138876282212272,1.3060651249398385,1.1467892964567286,1890968.4046263504,1616647.9254303,1733224.8054303,1709570.5499999998,2998800.0,제주TOU(3kW),0.0,0.1089827725994839,0.0674808691012318,야간·평탄형
T0035,365,0.9985159817351598,0,7133.638999999999,594.4699166666666,5.035,0.8729214604020811,0.4822204347598751,0.1670971856019066,0.3506823796382183,0.1617363161068865,0.0969421272660962,0.9272188580491806,1.0056606497657306,1734736.7369010004,1485843.40179695,1602420.28179695,1544652.0,2998800.0,제주TOU(3kW),0.0,0.0760920760269952,0.0646065734926985,야간·평탄형
