고객ID,2024관측일수,2025관측일수,2024시간값완전도,2025시간값완전도,2개년핵심표본
M0147,366,365,0.9985200364298725,0.9984018264840183,Y
M0148,366,365,0.9986338797814208,0.9981735159817352,Y
M0149,366,365,0.9988615664845173,0.9986301369863013,Y
M0150,366,365,0.998747723132969,0.9984018264840183,Y
M0151,366,365,0.9985200364298725,0.9980593607305936,Y
M0152,140,365,0.9943452380952381,0.9961187214611872,N
M0153,366,365,0.9952185792349727,0.9981735159817352,Y
M0154,349,364,0.9921203438395415,0.9943910256410257,N
M0155,366,365,0.9986338797814208,0.9945205479452055,N
M0156,366,365,0.9993169398907104,0.998972602739726,Y
M0157,366,365,0.9988615664845173,0.9984018264840183,Y
M0158,348,365,0.9967672413793104,0.9986301369863013,N
M0159,327,365,0.9947757390417941,0.9964611872146119,N
M0160,293,365,0.9970136518771331,0.9988584474885844,N
M0161,366,365,0.998747723132969,0.9985159817351598,Y
M0162,366,365,0.9980646630236795,0.9954337899543378,Y
M0163,366,365,0.9985200364298725,0.9984018264840183,Y
M0164,366,365,0.994535519125683,0.9984018264840183,N
M0165,366,365,0.9985200364298725,0.9984018264840183,Y
M0166,366,357,0.998747723132969,0.9974323062558357,N
M0167,366,265,0.9992030965391621,0.97562893081761,N
M0168,91,365,0.9903846153846154,0.9968036529680365,N
M0169,366,365,0.998747723132969,0.9987442922374429,Y
M0170,366,365,0.9992030965391621,0.9994292237442922,Y
M0171,366,365,0.998747723132969,0.9984018264840183,Y
M0172,311,365,0.9943729903536977,0.996689497716895,N
M0173,366,283,0.998747723132969,0.9892520612485277,N
M0174,324,342,0.9611625514403292,0.9987816764132553,N
M0175,366,365,0.9992030965391621,0.9994292237442922,Y
M0176,292,365,0.995291095890411,0.9984018264840183,N
M0177,366,365,0.9985200364298725,0.9990867579908675,Y
M0178,366,365,0.9986338797814208,0.9986301369863013,Y
M0179,366,365,0.9992030965391621,0.9994292237442922,Y
M0180,366,365,0.9992030965391621,0.9993150684931507,Y
M0181,366,356,0.9985200364298725,0.9941479400749064,N
M0182,366,365,0.9985200364298725,0.9982876712328768,Y
M0183,366,365,1.0,1.0,Y
M0184,366,365,0.9931693989071039,0.9916666666666667,N
M0185,318,365,0.9944968553459119,0.9970319634703196,N
M0186,366,365,0.9982923497267759,0.9907534246575342,N
M0187,366,365,1.0,1.0,Y
M0188,366,365,0.9993169398907104,0.9981735159817352,Y
M0189,225,346,0.9959259259259259,0.9940992292870906,N
M0190,351,365,0.9970322886989553,0.9985159817351598,N
M0191,366,365,0.9990892531876139,0.9985159817351598,Y
M0192,366,330,0.998747723132969,0.9968434343434344,N
M0193,340,365,0.9911764705882353,0.9984018264840183,N
M0194,127,365,0.9954068241469817,0.9970319634703196,N
M0195,44,325,0.9886363636363636,0.9984615384615385,N
M0196,366,365,0.9985200364298725,0.9984018264840183,Y
M0197,96,365,0.98046875,0.9970319634703196,N
M0198,366,365,0.998747723132969,0.9981735159817352,Y
M0199,366,365,0.9986338797814208,0.9961187214611872,Y
M0200,366,365,0.9992030965391621,0.998972602739726,Y
M0201,144,67,0.9953703703703703,0.996268656716418,N
M0202,208,365,0.9973958333333334,0.9984018264840183,N
M0203,366,365,0.9985200364298725,0.9984018264840183,Y
M0204,200,365,0.9966666666666667,0.9985159817351598,N
M0205,201,365,0.9966832504145937,0.9984018264840183,N
M0206,366,336,0.9989754098360656,0.9973958333333334,N
M0207,297,365,0.9877946127946128,0.9960045662100456,N
M0208,366,365,0.9984061930783242,0.9985159817351598,Y
M0209,346,365,0.9953034682080925,0.9979452054794521,N
M0210,366,365,0.9970400728597449,0.9973744292237443,Y
M0211,366,365,0.9990892531876139,0.9986301369863013,Y
M0212,307,354,0.9941639522258415,0.995409604519774,N
M0213,366,365,0.9992030965391621,0.998972602739726,Y
M0214,156,247,0.9943910256410257,0.9961201079622132,N
M0215,366,312,0.9985200364298725,0.9963942307692307,N
M0216,168,365,0.9957837301587301,0.9968036529680365,N
M0217,133,246,0.9968671679197995,0.9962737127371274,N
M0218,56,365,0.9903273809523809,0.9970319634703196,N
M0219,366,365,0.9990892531876139,0.9981735159817352,Y
M0220,355,365,0.9964788732394366,0.9985159817351598,N
M0221,366,337,0.9992030965391621,0.9891196834817013,N
M0222,366,365,0.9989754098360656,0.9979452054794521,Y
M0223,366,365,0.998747723132969,0.9982876712328768,Y
M0224,366,365,0.9990892531876139,0.9986301369863013,Y
M0225,366,365,0.9977231329690346,0.9981735159817352,Y
M0226,366,365,0.9985200364298725,0.9980593607305936,Y
M0227,366,359,0.9976092896174863,0.9967502321262767,N
M0228,366,48,0.9989754098360656,0.9869791666666666,N
M0229,366,365,0.998747723132969,0.9984018264840183,Y
M0230,366,365,1.0,0.9971461187214612,Y
M0231,366,365,0.9994307832422586,0.9994292237442922,Y
M0232,366,365,0.9988615664845173,0.9986301369863013,Y
M0233,366,364,0.9990892531876139,0.9986263736263736,N
M0234,366,365,0.9993169398907104,0.9994292237442922,Y
M0235,366,202,0.998747723132969,0.995049504950495,N
M0236,366,365,0.9986338797814208,0.9982876712328768,Y
M0237,366,365,0.998747723132969,0.9994292237442922,Y
M0238,366,365,0.9988615664845173,0.9985159817351598,Y
M0239,366,365,0.9989754098360656,0.9985159817351598,Y
M0240,366,365,0.9985200364298725,0.9984018264840183,Y
M0241,366,365,0.9984061930783242,0.9985159817351598,Y
M0242,286,293,0.993006993006993,0.9964448236632537,N
M0243,297,365,0.9960718294051627,0.9984018264840183,N
M0244,366,365,0.998747723132969,0.9982876712328768,Y
M0245,281,365,0.9955516014234875,0.9981735159817352,N
M0246,366,365,0.9989754098360656,0.998972602739726,Y
M0247,366,365,0.9988615664845173,0.9979452054794521,Y
M0248,91,365,0.9922161172161172,0.9965753424657534,N
M0249,148,365,0.9923986486486487,0.9968036529680365,N
M0250,366,365,0.9989754098360656,0.9994292237442922,Y
M0251,366,365,0.9990892531876139,0.9994292237442922,Y
M0252,366,365,0.9990892531876139,0.9985159817351598,Y
M0253,90,365,0.9935185185185185,0.9968036529680365,N
M0254,366,365,0.9989754098360656,0.9986301369863013,Y
M0255,366,365,0.9984061930783242,0.9994292237442922,Y
M0256,366,365,0.998747723132969,0.9985159817351598,Y
M0257,366,352,0.9984061930783242,0.9965672348484849,N
M0258,366,365,0.9986338797814208,0.9984018264840183,Y
M0259,291,161,0.9939862542955327,0.9945652173913043,N
M0260,366,365,0.9984061930783242,0.9982876712328768,Y
M0261,347,365,0.9756243996157541,0.9968036529680365,N
M0262,366,365,0.9992030965391621,0.9994292237442922,Y
M0263,366,365,0.998747723132969,0.9986301369863013,Y
M0264,366,365,0.9985200364298725,0.9984018264840183,Y
M0265,366,365,0.9985200364298725,0.9984018264840183,Y
M0266,366,365,0.9985200364298725,0.9973744292237443,Y
M0267,366,365,0.9988615664845173,0.9982876712328768,Y
M0268,366,365,0.9947632058287796,0.9938356164383562,N
M0269,366,365,0.9985200364298725,0.9982876712328768,Y
M0270,366,365,0.9989754098360656,0.9954337899543378,Y
M0271,211,365,0.9790679304897314,0.9964611872146119,N
M0272,366,365,0.9985200364298725,0.9984018264840183,Y
M0273,366,349,0.9986338797814208,0.9947468958930277,N
M0274,356,356,0.9953183520599251,0.9976591760299626,N
M0275,366,364,0.998747723132969,0.9945054945054945,N
M0276,366,365,0.9986338797814208,0.9985159817351598,Y
M0277,366,365,0.9986338797814208,0.9986301369863013,Y
M0278,366,365,0.9988615664845173,0.9988584474885844,Y
M0279,366,365,0.9985200364298725,0.9985159817351598,Y
M0280,68,365,0.9926470588235294,0.9968036529680365,N
M0281,342,365,0.9953703703703703,0.9982876712328768,N
M0282,366,365,0.998747723132969,0.9974885844748859,Y
M0283,366,365,0.9985200364298725,0.9982876712328768,Y
M0284,366,365,0.9988615664845173,0.9985159817351598,Y
M0285,366,365,0.998747723132969,0.9985159817351598,Y
M0286,366,365,0.998747723132969,0.9982876712328768,Y
M0287,366,365,0.9989754098360656,0.9984018264840183,Y
M0288,349,365,0.9689589302769819,0.9579908675799087,N
M0289,366,365,0.9985200364298725,0.9982876712328768,Y
M0290,366,365,0.998747723132969,0.9984018264840183,Y
M0291,366,365,0.998747723132969,0.9984018264840183,Y
M0292,349,288,0.9738538681948424,0.9952256944444444,N
M0293,306,365,0.9952342047930284,0.9985159817351598,N
M0294,366,364,0.9996584699453552,0.9972527472527473,N
M0295,366,365,0.9985200364298725,0.9987442922374429,Y
M0296,170,115,0.9948529411764706,0.9847826086956522,N
M0297,366,365,0.9988615664845173,0.9986301369863013,Y
M0298,366,302,0.9920309653916212,0.9922737306843267,N
M0299,323,188,0.9974200206398349,0.9964539007092199,N
M0300,357,365,0.998249299719888,0.9915525114155251,N
M0301,366,365,0.998747723132969,0.9981735159817352,Y
M0302,366,365,0.9985200364298725,0.9981735159817352,Y
M0303,366,365,0.9990892531876139,0.9982876712328768,Y
M0304,366,365,0.998747723132969,0.9981735159817352,Y
M0305,366,341,0.9989754098360656,0.9953567937438905,N
M0306,351,365,0.9971509971509972,0.9969178082191781,N
M0307,366,365,0.9990892531876139,0.9970319634703196,Y
M0308,103,365,0.9898867313915858,0.9971461187214612,N
M0309,290,365,0.996264367816092,0.9985159817351598,N
M0310,366,365,0.9989754098360656,0.9984018264840183,Y
M0311,366,365,0.9986338797814208,0.9960045662100456,Y
M0312,366,315,0.9992030965391621,0.9986772486772487,N
M0313,363,360,0.97910927456382,0.9729166666666667,N
M0314,90,365,0.9972222222222222,0.9970319634703196,N
M0315,366,365,0.9988615664845173,0.9986301369863013,Y
M0316,366,334,0.9976092896174863,0.9896457085828343,N
M0317,22,365,0.9621212121212122,0.9981735159817352,N
M0318,366,365,0.9980646630236795,0.997716894977169,Y
M0319,366,365,0.9985200364298725,0.9992009132420091,Y
M0320,366,365,0.9985200364298725,0.9982876712328768,Y
M0321,366,365,0.998747723132969,0.9986301369863013,Y
M0322,94,171,0.9902482269503546,0.9939083820662769,N
M0323,365,365,0.9928082191780822,0.9958904109589041,N
M0324,299,365,0.947324414715719,0.9982876712328768,N
M0325,366,365,0.9985200364298725,0.9984018264840183,Y
M0326,366,365,0.9989754098360656,0.9986301369863013,Y
M0327,351,365,0.9973884140550807,0.9962328767123287,N
M0328,366,365,0.9982923497267759,0.9985159817351598,Y
M0329,180,365,0.9981481481481481,0.9986301369863013,N
M0330,267,218,0.9973470661672909,0.9959862385321101,N
M0331,366,223,0.9992030965391621,0.9955156950672646,N
M0332,250,232,0.9971666666666666,0.9976652298850575,N
M0333,366,365,0.9986338797814208,0.9963470319634703,Y
M0334,366,307,0.9992030965391621,0.9976927252985885,N
M0335,288,239,0.9973958333333334,0.9980822873082287,N
M0336,366,365,0.9985200364298725,0.9984018264840183,Y
M0337,128,365,0.9947916666666666,0.9970319634703196,N
M0338,366,365,0.998747723132969,0.9982876712328768,Y
M0339,302,365,0.9954470198675497,0.9986301369863013,N
M0340,366,365,0.9985200364298725,0.9985159817351598,Y
M0341,200,365,0.991875,0.9968036529680365,N
M0342,366,365,0.9985200364298725,0.9980593607305936,Y
M0343,366,365,0.9980646630236795,0.9985159817351598,Y
M0344,366,365,0.9972677595628415,0.9987442922374429,Y
M0345,365,364,0.9431506849315069,0.9870650183150184,N
M0346,366,365,0.9985200364298725,0.9979452054794521,Y
M0347,309,365,0.9954153182308522,0.9979452054794521,N
M0348,366,365,0.9989754098360656,0.9982876712328768,Y
M0349,366,365,0.9988615664845173,0.9988584474885844,Y
M0350,366,365,0.9992030965391621,0.9994292237442922,Y
M0351,366,365,0.998747723132969,0.9979452054794521,Y
M0352,355,339,0.9343896713615023,0.971976401179941,N
M0353,183,365,0.9968123861566485,0.9984018264840183,N
M0354,366,365,0.9988615664845173,0.9986301369863013,Y
M0355,346,365,0.9960260115606936,0.9987442922374429,N
M0356,366,365,0.998747723132969,0.996689497716895,Y
M0357,366,365,0.9982923497267759,0.9984018264840183,Y
M0358,366,365,0.9982923497267759,0.9982876712328768,Y
M0359,366,294,0.9989754098360656,0.9897959183673469,N
M0360,366,365,0.9982923497267759,0.9982876712328768,Y
M0361,326,365,0.9837678936605317,0.9985159817351598,N
M0362,91,365,0.9922161172161172,0.9973744292237443,N
M0363,366,364,0.9992030965391621,0.9961080586080586,N
M0364,366,365,0.9986338797814208,0.9986301369863013,Y
M0365,366,365,0.998747723132969,0.9982876712328768,Y
M0366,366,365,0.9981785063752276,0.9986301369863013,Y
M0367,366,365,0.9992030965391621,0.9992009132420091,Y
M0368,366,365,0.9992030965391621,0.9994292237442922,Y
M0369,366,365,0.9982923497267759,0.9986301369863013,Y
M0370,366,365,0.9988615664845173,0.9985159817351598,Y
M0371,366,365,0.9988615664845173,0.9984018264840183,Y
M0372,366,365,0.9988615664845173,0.9985159817351598,Y
M0373,366,365,0.9990892531876139,0.9982876712328768,Y
M0374,130,354,1.0,0.9963512241054614,N
M0375,366,365,0.9988615664845173,0.9985159817351598,Y
M0376,366,365,0.9985200364298725,0.997716894977169,Y
M0377,366,365,0.9955601092896175,0.9981735159817352,Y
M0378,366,365,0.9981785063752276,0.9937214611872146,N
M0379,366,365,0.9980646630236795,0.9980593607305936,Y
M0380,366,365,0.99408014571949,0.9979452054794521,N
M0381,366,365,0.9988615664845173,0.9986301369863013,Y
M0382,366,365,0.9988615664845173,0.9987442922374429,Y
M0383,366,365,0.9976092896174863,0.9973744292237443,Y
M0384,366,365,0.998747723132969,0.9984018264840183,Y
M0385,219,363,0.7201293759512938,0.9668273645546372,N
M0386,366,365,0.9984061930783242,0.9985159817351598,Y
M0387,299,365,0.9942865105908584,0.9984018264840183,N
M0388,366,341,0.9989754098360656,0.9951124144672532,N
M0389,221,365,0.9947209653092006,0.9981735159817352,N
M0390,221,365,0.9947209653092006,0.9981735159817352,N
M0391,366,365,0.9985200364298725,0.9982876712328768,Y
M0392,366,341,0.9990892531876139,0.9967008797653959,N
M0393,366,365,0.998747723132969,0.9986301369863013,Y
M0394,316,365,0.9956487341772152,0.9984018264840183,N
M0395,366,365,0.998747723132969,0.9981735159817352,Y
M0396,366,365,0.9988615664845173,0.9986301369863013,Y
M0397,366,365,1.0,1.0,Y
M0398,366,365,0.9985200364298725,0.9981735159817352,Y
M0399,366,365,1.0,1.0,Y
M0400,344,365,0.9943071705426356,0.9982876712328768,N
M0401,344,365,0.9940649224806202,0.9980593607305936,N
M0402,366,365,0.9981785063752276,0.9984018264840183,Y
M0403,222,365,0.9956831831831832,0.9968036529680365,N
M0404,366,365,1.0,1.0,Y
M0405,366,365,1.0,1.0,Y
M0406,366,365,0.9962431693989071,0.9945205479452055,N
M0407,132,365,0.9933712121212122,0.9981735159817352,N
M0408,366,365,0.9992030965391621,0.9985159817351598,Y
M0409,366,148,1.0,0.9963400900900901,N
M0410,366,365,0.9980646630236795,0.9984018264840183,Y
M0411,366,365,0.9984061930783242,0.9984018264840183,Y
M0412,366,365,0.9989754098360656,0.9988584474885844,Y
M0413,366,365,0.9989754098360656,0.9986301369863013,Y
M0414,366,365,0.9989754098360656,0.998972602739726,Y
M0415,366,365,0.9985200364298725,0.9984018264840183,Y
M0416,366,365,0.9982923497267759,0.9986301369863013,Y
M0417,145,365,0.9956896551724138,0.9970319634703196,N
M0418,366,365,0.9961293260473588,0.9984018264840183,Y
M0419,365,365,0.9958904109589041,0.9957762557077625,N
M0420,366,305,1.0,0.9967213114754099,N
M0421,366,365,1.0,1.0,Y
M0422,366,365,1.0,1.0,Y
M0423,366,365,0.9990892531876139,0.9982876712328768,Y
M0424,148,365,0.9935247747747747,0.9958904109589041,N
M0425,366,365,0.9992030965391621,0.9987442922374429,Y
M0426,366,363,0.9939663023679417,0.9882920110192838,N
M0427,366,347,0.9931693989071039,0.9949567723342939,N
M0428,366,365,1.0,1.0,Y
M0429,366,365,0.9985200364298725,0.9986301369863013,Y
M0430,366,365,0.9985200364298725,0.9984018264840183,Y
M0431,366,365,0.998747723132969,0.9980593607305936,Y
M0432,366,365,0.9989754098360656,0.9988584474885844,Y
M0433,366,365,1.0,1.0,Y
M0434,366,365,0.9985200364298725,0.9984018264840183,Y
M0435,366,365,0.9988615664845173,0.9984018264840183,Y
M0436,366,365,0.998747723132969,0.9982876712328768,Y
M0437,353,365,0.9969310670443815,0.9984018264840183,N
M0438,366,361,0.998747723132969,0.996191135734072,N
M0439,366,365,0.998747723132969,0.9984018264840183,Y
M0440,247,354,0.9961201079622132,0.9941148775894538,N
